MD,Inclination,Azimuth
2930,83.94991899950526,111.93870063719757
2935,83.9859449853557,111.96505592988832
2940,84.08988432634247,112.12495875712253
2945,85.03204214306335,112.22131640994101
2950,84.97144105051086,112.22167601224483
2955,85.0286291390678,112.34557034075483
2960,85.0699677718293,112.19707295102083
2965,85.04623168414564,112.50006031715328
2970,85.00298151849601,112.17184407813785
2975,85.96765316111473,112.78477116419197
2980,86.03491116568068,112.38237152108273
2985,86.01967426927109,112.10284494959251
2990,86.0447596610014,112.0776728760839
2995,86.0317585900841,112.40645605856629
3000,87.05247763576597,112.28391324562972
3005,86.97323823942197,112.49058286131573
3010,87.06586970328172,112.46213864811403
3015,87.00987998023462,112.37316373364129
3020,88.10376304363126,112.23913779236786
3025,87.96554060909553,112.12682129554294
3030,88.08679819015826,112.36230766049934
3035,88.00989553917313,112.64523451088137
3040,87.96742909981928,112.53964024095318
3045,87.97580570829729,112.27106152754293
3050,87.98398263459029,112.57875268651867
3055,88.0212082973201,112.64560496204835
3060,88.02614177440178,112.4167110541379
3065,87.97131499980307,112.64968295635647
3070,87.99878227038695,112.65654764343401
3075,88.1071135179306,112.44279057222393
3080,88.08637715850503,112.76992976458254
3085,88.02181618348371,112.8380239130547
3090,88.00190017390841,112.97047711688542
3095,88.00600156633591,112.99313033990431
3100,88.03067589863652,112.53584033856275
3105,87.94886037174008,112.65331269406317
3110,87.98713117312883,112.97388540377358
3115,87.91657079630612,113.00413126382726
3120,88.01996115613026,113.0353722915
3125,88.03235979698513,113.73438853826542
3130,87.97584067688503,113.10998844740783
3135,88.0786993381645,113.25537797768455
3140,87.93871171684988,113.25200385219885
3145,87.92678125598951,113.2249022576927
3150,88.011222590928,113.0654702036592
3155,88.0523549151306,113.31469512490982
3160,88.08419638457289,113.04318826190206
3165,87.97705578685655,113.18571398296903
3170,88.05393404167157,113.17179931669864
3175,87.99807457652497,113.32150861282669
3180,87.99136863500296,113.80479217554348
3185,88.04418299687434,113.0055964690753
3190,88.03261614392068,113.55395037662126
3195,87.92118039215079,113.13226116634193
3200,88.0738270174863,113.39897849430147
3205,88.06900456770737,113.75016736077944
3210,87.96872186492452,113.58469475700186
3215,88.01979017667188,113.39619770689693
3220,88.02470150931414,113.50903745606753
3225,88.0130336882912,113.82881010710616
3230,87.97248474230773,113.58804758155212
3235,87.9664188316031,113.81907810436265
3240,87.99872229645042,113.82699846753286
3245,88.05863645096296,113.73009105425653
3250,88.02718000772973,114.33215332373963
3255,87.9814692833957,114.0735250674498
3260,88.03858493553241,113.58550986552372
3265,87.85757286896849,114.07204368698652
3270,87.0574382850186,113.94702422313517
3275,86.91301431106109,114.29490802678633
3280,86.98187795292985,114.01136507981197
3285,86.94401650526869,114.19277467472611
3290,86.93526592621396,114.36297383798677
3295,87.05804133936893,114.48178031175227
3300,86.97661493993441,114.11561811402572
3305,87.01732519408654,114.3362172353665
3310,86.99765397105604,114.35595717754812
3315,87.02385204136115,114.36849449923672
3320,87.00384109455301,114.90084730032196
3325,86.93585038879057,114.6777275268052
3330,87.04981334097236,114.3939043509229
3335,86.97531217084193,114.87937528614685
3340,86.922170905067,115.17032423597384
3345,86.97859424195171,115.00284101494738
3350,87.07503798953172,114.54329029854574
3355,87.04251108710568,114.80149163980496
3360,86.98256739327961,115.20324912685875
3365,86.98253711478408,114.86021214819907
3370,86.98391824743914,115.14273617021412
3375,87.10383739917805,115.26146881069201
3380,87.01909677261158,114.97406544261746
3385,87.02150208235955,115.20079214990116
3390,87.05151417270159,114.61802188693811
3395,87.01193945795133,115.11530468949923
3400,86.98704789270896,115.3239004357669
3405,86.99018250754575,115.1794104973185
3410,86.9964199370293,115.81031989316467
3415,86.99813888817451,115.2529934760248
3420,87.03638147718185,115.5065067618795
3425,87.00259729429037,115.67646361692017
3430,87.03663200386077,115.9946720611957
3435,86.99596417099457,115.47564503879873
3440,87.00393175951581,116.0521445322018
3445,86.90008996577339,115.87854301671267
3450,87.04581638373513,115.73746564979635
3455,87.0173244237949,116.08374142598691
3460,87.04990050549299,116.08896440027108
3465,86.85518723109031,115.9872151785714
3470,87.10441873523904,116.17959539155063
3475,86.99302051859225,116.1472149495378
3480,87.05540914083687,116.3058860337402
3485,86.94800470364372,116.47477170620215
3490,87.03063869525313,116.71896594344484
3495,86.94732922184131,116.21386636552079
3500,86.9688115519652,116.94794875793063
3505,87.12110614163687,116.19107871287657
3510,86.89271866347643,116.611530838274
3515,86.80669854092761,116.82017608396067
3520,87.76784124666453,116.8195647924458
3525,87.7248025320771,116.6999050560899
3530,87.73455096558527,116.84411957451717
3535,87.81899860184636,116.84865916871597
3540,88.02873620593482,116.89111372996926
3545,88.02914508517343,117.2408421345289
3550,88.16006147873236,117.20446325312142
3555,88.2948515507897,117.05681576957252
3560,88.3484433200579,117.43784995932987
3565,88.35320178811115,117.382112604464
3570,88.27618817690937,117.54613390480988
3575,88.09570796613443,117.57257772624807
3580,88.11698017465892,117.34412074731036
3585,87.8543999239228,117.46132425432569
3590,87.81836397474622,117.78642841191942
3595,87.690703115762,117.82281707088849
3600,87.6968663307,117.76049569561576
3605,87.73948933460163,117.85222971761115
3610,87.8094868185824,118.14853622603634
3615,87.92023162018437,117.83907429341299
3620,88.10279707109514,118.13133521891066
3625,88.1639805623138,118.04614174985375
3630,88.22410930737308,118.10784145295942
3635,88.33909764997969,118.43605885307277
3640,88.35516709248967,118.44643640864028
3645,88.18851618394528,118.50922407199594
3650,88.19120881565289,118.67290173636637
3655,88.08023237871853,118.48140086401524
3660,87.9064006422735,118.67909056008223
3665,87.87963951989322,118.5462476854447
3670,87.72529223444592,118.73883202340329
3675,87.70673714946166,118.71375994106131
3680,87.71072378253916,118.82506505814011
3685,87.78709379578979,118.99065752282614
3690,87.83500305214771,118.77402059253318
3695,87.94017009774332,119.42225456861384
3700,88.21217082259463,118.86875520321823
3705,88.18770715604991,118.89336710883107
3710,88.23872962115783,119.43413314338757
3715,88.18954175059415,119.42720502564131
3720,88.22331821921229,119.46010874087047
3725,88.10348726246013,119.52741233043639
3730,88.13708989949122,119.46579387050639
3735,87.98141798067331,119.35532927461094
3740,87.7842769201958,119.61651029112632
3745,87.85008914599078,119.53251395167528
3750,87.75026152426864,119.92959021430309
3755,87.69977097565243,119.77179319775237
3760,87.65447574557368,119.70275744627861
3765,87.9951664888585,119.87024110544289
3770,86.93274174869615,120.08377050008077
3775,87.04117151004726,119.95510515188074
3780,87.2746685009677,119.97006712476151
3785,87.40737534139963,120.24990044660468
3790,87.3676153072284,120.3167941493873
3795,87.28855040454138,120.233031433778
3800,87.20749560586971,120.30680841793372
3805,87.10741476726652,120.51399422855641
3810,86.97859792499119,120.24450306387298
3815,86.84077392496889,120.31912577693738
3820,86.747638844226,120.52338657782357
3825,86.6990875737803,120.69079655757906
3830,86.67526220309361,120.86202713065622
3835,86.75878633137201,121.1612209460286
3840,86.7869055308649,121.10392556344435
3845,86.9873486758631,120.96658511979297
3850,87.06487184077675,121.06087942625301
3855,87.16159911533036,120.93021270108538
3860,87.29115665253599,121.19297333132506
3865,87.36886360161016,121.2048185132339
3870,87.31107272740122,121.39288055898727
3875,87.1071532547532,121.22858501903036
3880,87.0249461366209,121.56349806424771
3885,86.9974797766069,121.83167273513679
3890,86.78581071624679,121.56876320313958
3895,86.73644219286271,121.73613740573789
3900,86.73109172291498,121.85898870304474
3905,86.66180717501223,121.70576114329691
3910,86.77171307666232,121.89574503958394
3915,86.79592754891993,121.91823779310435
3920,86.95225107695019,121.99991426709038
3925,87.12102457704934,121.89029929951528
3930,87.13012878766625,122.11418349383402
3935,87.30064919932269,122.27311484289577
3940,87.2988138802923,122.5278266941891
3945,87.29729136227394,122.49337953798171
3950,87.20458992562592,122.7959294371756
3955,87.15223616217199,122.27542675050029
3960,86.96654673637076,122.66679503545116
3965,86.82186730448765,122.59226087675015
3970,86.75931163920728,123.0566371590688
3975,86.73245230406346,122.51991916068965
3980,86.71025045682134,122.57635047498638
3985,86.76235528507736,122.68694176506766
3990,86.81875595949901,122.44437168308045
3995,86.93924768438225,122.82613111195995
4000,87.02552363971763,122.84138331225903
4005,87.29002620424414,123.08500846954679
4010,87.21258900589787,123.18478862841978
4015,87.26535266911961,123.55296290410655
4020,87.23795952140443,123.42888413257
4025,88.24564341309339,123.18426434714874
4030,88.07879072415564,123.1805787166667
4035,88.0325606410504,123.51902870773971
4040,87.81823805689694,123.21674391112812
4045,87.77294115658765,123.90698626462965
4050,87.6655428613668,123.8362406143892
4055,87.81296971702565,123.56592551557162
4060,87.69509109933055,123.37628764734792
4065,87.86073422857245,124.04858467871219
4070,87.99418524553765,123.81353553912896
4075,88.10685695055378,124.14237365672828
4080,88.18582883910489,123.63402127734999
4085,88.26414525781601,123.89085371346468
4090,88.30206031459433,124.0693208457298
4095,88.27044121818491,124.13492909500856
4100,88.25637290474158,124.09249425874158
4105,88.2134704246814,124.3637612660701
4110,87.95221981815811,124.08205673370757
4115,87.79216051415574,124.32319616006603
4120,87.7606374203121,124.4315202231993
4125,87.83864079165473,124.56583183153927
4130,87.66375739850251,124.66044008333829
4135,87.83084254788226,124.34804797602919
4140,87.92068629549176,124.32069528095847
4145,87.92496195823259,124.93727384662917
4150,88.1050343580591,124.80209653294281
4155,88.268844078624,124.63950280998263
4160,88.24723601606736,125.1526643177287
4165,88.2892323293474,124.91846637662556
4170,88.25231281247788,125.18374846211695
4175,88.16449362795225,125.01360669570732
4180,88.07977310539715,125.46411933115729
4185,87.92884018337521,125.45455383222298
4190,87.87124635798384,125.10485434491633
4195,87.73287165212948,125.399764916143
4200,87.72400944807735,125.38496797966734
4205,87.62470122009485,125.57969617461234
4210,87.76012292335356,125.16269377634836
4215,87.87021547310502,125.54222544585907
4220,87.84315170661318,125.66566139052185
4225,88.08562190817555,125.15081118898411
4230,88.24093233776016,125.31410785690495
4235,88.20097334112435,125.19072812987235
4240,88.38225187218907,125.59211941687126
4245,88.30564348458901,125.83654337213642
4250,88.18679638224032,126.04014512125408
4255,88.11861764554182,125.800732870631
4260,88.02790730232007,126.15747543012127
4265,87.88237763096896,125.60116545536758
4270,87.80487866293471,125.58153454960589
4275,86.66926808311209,125.95571552588858
4280,86.70984651966928,126.08783782319288
4285,86.66786775258647,126.04826802166586
4290,86.81490429876982,125.68468031888331
4295,86.88790316926502,126.12328301710585
4300,87.0204027692856,125.92272494772689
4305,87.23328047487469,126.35963576492284
4310,87.31099598188285,126.3406709738422
4315,87.3279632313457,126.12059020661117
4320,87.23305907879066,126.24656952732589
4325,87.21279755304931,126.17783602929265
4330,87.19109641322635,126.41703501197104
4335,87.01703057231481,126.66004489789064
4340,87.00371272140879,126.31086759223543
4345,86.80442182833958,126.64736652960022
4350,86.72819932819068,126.47859550841756
4355,86.68513396245487,126.46370500672619
4360,86.74049298374091,126.63804616440977
4365,86.80496638356632,126.48911397585427
4370,86.95883771720595,126.62167777461661
4375,87.09521160526269,126.52860972691373
4380,87.12391444814786,127.19643799161179
4385,87.1845615400761,126.8453808729648
4390,87.20425152597673,126.73274337736186
4395,87.31573968936057,126.94936751022585
4400,87.17976889994942,126.91750934701228
4405,87.03168878992604,126.92870252599892
4410,87.0393164760277,127.12816704875173
4415,87.02168871303682,127.18878603489775
4420,86.79150448276779,126.96264635002753
4425,86.76412639155616,126.98455413574366
4430,86.7042222604047,127.07518561566124
4435,86.72442702909868,126.699794743732
4440,86.85087434228116,126.8866265540533
4445,86.8993366017741,127.49202613040973
4450,87.0508911588711,127.57613003772232
4455,87.17085719132115,127.22531123475679
4460,87.21213484927154,127.41790656929038
4465,87.34389336898317,127.3918148198688
4470,87.28393782920996,127.97180156832282
4475,87.20321052269281,127.60589017444887
4480,87.17489717432551,127.38182882519651
4485,86.98488506643938,127.2412270060452
4490,86.90785366497893,127.13545244939174
4495,86.7986334238983,127.52132323360568
4500,86.78040751278677,127.35272966514106
4505,86.72373691597505,127.24239727196152
4510,86.72397374330454,127.41985894196182
4515,86.83835429025318,127.35466517788952
4520,86.97387361692405,127.92967860633418
4525,88.05551579487393,127.78932649486525
4530,88.14667788222502,127.63162360197279
4535,88.17409336552913,127.94889646325012
4540,88.2389409624275,127.68753935339404
4545,88.27944798090316,127.51843412873477
4550,88.21631734299687,128.01340698891923
4555,88.14729842843171,127.83412005766971
4560,88.0425290575058,127.5359081453866
4565,87.94243813456224,127.72177123791504
4570,87.80306701567191,127.60065804554667
4575,87.75465029302195,127.51462449100751
4580,87.7034272837835,127.99128163633974
4585,87.62260791452192,128.20224906116096
4590,87.74326768584946,127.55442874672578
4595,87.88777708389158,127.9599686027417
4600,87.95721385885217,127.72993378206662
4605,88.1673836916129,127.77477892512479
4610,88.310104591376,127.76532024534691
4615,88.35071837594522,127.72204842170022
4620,88.28573594860362,127.91505019660498
4625,88.32685267298012,127.74910616393844
4630,88.17248318391539,127.97878819841591
4635,88.03268664603071,127.92349953442518
4640,87.89488480234715,127.89405693241034
4645,87.79918402498494,127.7680816809146
4650,87.7154258022875,127.84143596677573
4655,87.7092560577828,128.1145117459414
4660,87.72587289830993,128.06970719317295
4665,87.78338622296712,127.77954952561325
4670,87.90756223495605,127.99991003413767
4675,88.06728473712263,128.13474982971948
4680,88.17594067992769,127.65446570677257
4685,88.15294682842658,128.10033841633188
4690,88.15934876890849,127.86190626730566
4695,88.34449656995402,128.11076022844438
4700,88.18921800266392,127.84564282000527
4705,88.1620326115989,127.63841695385464
4710,88.00082512392684,127.67442809887072
4715,87.84513932851654,128.00954124030258
4720,87.84930067825648,128.05130086875732
4725,87.7775938240395,127.81736965319071
4730,87.67277094968719,128.12427265013423
4735,87.5850657407515,127.66201601304475
4740,87.74915986087011,127.97831477498872
4745,87.89616523764685,127.7459832397848
4750,87.92385213564764,127.85392027123403
4755,88.12856522844343,127.9893137789144
4760,88.21980073623199,127.80274377151589
4765,88.31295785962737,127.8923539314612
4770,88.30480416993998,128.16440877990385
4775,88.21387044416988,127.8411040285674
4780,87.24112972783566,128.11640047899348
4785,87.06112879433454,127.71554831086472
4790,86.94362785145944,128.03912665344757
4795,86.78367993298079,128.2126047669596
4800,86.72256007954867,127.42053707296161
4805,86.65854614817272,127.74551221176243
4810,86.70305846087967,128.00978203055675
4815,86.85554180940765,127.84268665337616
4820,86.79897560220827,127.94590558279883
4825,86.9071673599725,127.73871340728967
4830,87.18375853224754,127.86411664245777
4835,87.20323166718299,127.80240656479326
4840,87.24717538365427,128.05329775828716
4845,87.35153590765131,127.8562818142481
4850,87.23691598611613,127.8580324392692
4855,87.2804322672675,127.69270977025545
4860,87.1126000231593,127.66159724194618
4865,86.93041280768412,127.65610134792301
4870,86.94651135042608,127.80446023434311
4875,86.71980767245707,127.62379323528545
4880,86.7414081475361,127.74783015441604
4885,86.72407576051805,128.08630637833355
4890,86.82878106763182,127.82626947389842
4895,86.93678766753231,127.56712675247984
4900,86.97950673726923,127.8523311490968
4905,87.06321055753313,127.50970158162187
4910,87.229592764253,127.16239286903577
4915,87.24306996959079,127.34657594109635
4920,87.40059571414862,127.15168606923301
4925,87.27840217420965,127.4326703817257
4930,87.17848806783806,127.48326434268579
4935,87.09749953581367,127.79095630529865
4940,86.89731712663826,127.49662474180764
4945,86.79854552387556,127.36247353020826
4950,86.81575852852203,127.54671479815143
4955,86.67330137038994,126.91263411112945
4960,86.65449126620489,127.37550082427667
4965,86.7845244701002,127.45555877896855
4970,86.90929434484744,126.97816928082925
4975,87.00393962382289,127.47463300033485
4980,87.14125418354143,127.28507395154924
4985,87.16142321478738,127.10530836195326
4990,87.20188694866842,127.28541440344709
4995,87.37504844489429,127.58299154723731
5000,87.25952101132567,127.13472611576925
5005,87.19161819990099,127.11700393278025
5010,87.16413982376697,126.94400380033886
5015,87.00238890492713,126.83393467140964
5020,86.87856923947153,127.13751189429117
5025,86.86990133748249,126.76728502617563
5030,87.6761364594436,126.91939026156258
5035,87.75127732619775,126.7756412310649
5040,87.75480713895281,126.93258722985553
5045,87.85490094494698,126.86866745562835
5050,88.03453605417282,126.97411443942116
5055,88.10731323187832,126.62880468629086
5060,88.21862716415936,126.64056707998047
5065,88.32232399994467,126.46205852879574
5070,88.28145920736098,126.53175947952066
5075,88.23747057427086,126.65842532724116
5080,88.15910028295657,126.69625290134002
5085,88.00876926651749,126.3218575613526
5090,88.08731971873206,126.64119543526323
5095,87.80942187312507,126.69893633438866
5100,87.75676438715948,126.47058388163266
5105,87.69695918837763,126.72290060047547
5110,87.71862912866806,126.15198733618125
5115,87.78728113004937,126.01658000749734
5120,87.8761317653034,125.86809756812742
5125,87.91912556032827,126.48094894123251
5130,88.06394479427898,126.27008238621072
5135,88.198079642059,126.0851351652542
5140,88.25168934670275,126.10886532080634
5145,88.37946917792833,125.78397294631607
5150,88.30744816029406,126.45400301776709
5155,88.25503280317133,125.94606450082739
5160,88.14947021832455,125.89705574191389
5165,88.05313207061293,125.9748786303066
5170,87.88258992693491,125.88007083471587
5175,87.70941697941217,125.7823878208218
5180,87.7335901900296,125.53285970957072
5185,87.6693911836723,125.73819665388723
5190,87.71488037331983,125.97286432811636
5195,87.85424682699205,125.81771124364684
5200,88.00041733803694,125.81904704623237
5205,88.06366427961584,125.34956710142009
5210,88.19142801974729,125.2049111927143
5215,88.34436907656146,125.3283214982995
5220,88.3102052532816,125.3148988231152
5225,88.41614040497362,125.47249878858219
5230,88.25327219556611,124.86470936775324
5235,88.03739898171648,125.45829283499495
5240,88.04208057652997,125.06960386650516
5245,87.90169258024254,124.96429765902147
5250,87.84542630121247,124.7953707549815
5255,87.75038616593794,124.61459098582827
5260,87.69406465560166,125.05762368732142
5265,87.67519809224723,124.8547406253183
5270,87.80649078057468,124.52883619876857
5275,87.8862686320151,124.47423155442651
5280,87.02380541548955,124.61218060327607
5285,87.19725722414597,124.9589071303713
5290,87.3376024950425,124.51862865138254
5295,87.31663853469122,124.2150450301185
5300,87.22910393800007,124.41133812038065
5305,87.25368688793147,124.35044537747343
5310,87.19424153200552,123.80981022074039
5315,86.9838746080145,124.28222400876557
5320,86.88515885309687,124.19049337973043
5325,86.78859438230234,124.3192246502318
5330,86.68091541844706,124.49278741281155
5335,86.73275916464807,124.29103569876222
5340,86.72575764567812,123.95438911355211
5345,86.83013345987862,123.7290274854157
5350,86.87478992482664,124.40689611624508
5355,87.02113138394536,123.84568903904909
5360,87.19560450021284,123.77798616956008
5365,87.23003473905202,123.71146808751564
5370,87.38166357373656,123.69674477643481
5375,87.27143999961045,123.56883649549972
5380,87.24889616030225,123.42330709068413
5385,87.18986432991957,123.36875292222267
5390,86.95337990749803,123.41141773979767
5395,86.81316340140778,123.24888976544158
5400,86.71873206676084,123.15437872539863
5405,86.78703092423946,123.25737813634909
5410,86.67243989282274,123.1240161288863
5415,86.85540239293883,123.41450916600797
5420,86.773369501529,122.52199937388455
5425,86.91885099093686,123.20876551657545
5430,87.1102351528051,123.1777443253988
5435,87.25127158558092,122.45170901235242
5440,87.34604686893609,122.73551025844782
5445,87.35381892514557,122.66722559808136
5450,87.34482774989719,122.39728704455453
5455,87.27323173632074,122.46031563223355
5460,87.1908199478588,122.33067172970165
5465,87.00664659295673,122.83997164068057
5470,86.86974681914016,122.61321100166349
5475,86.80222679168216,122.616775636593
5480,86.71943790227225,122.44302426586951
5485,86.67738936775949,122.00894510396809
5490,86.75829925198008,122.06576181965312
5495,86.84199067646898,122.2043004600389
5500,86.90460218154126,121.79761338219376
5505,87.09709503427592,122.12011021874609
5510,87.08519775502478,121.86477971549387
5515,87.22731645901888,121.77308206035406
5520,87.25532164796523,121.92531130644268
5525,87.2021772787352,121.80692123902372
5530,88.24514657003954,121.58070529785985
5535,88.1543143555268,121.81947966203772
5540,88.1197483842968,121.30600595587265
5545,87.95174865035924,121.57990495379447
5550,87.7587844002565,121.50973613463715
5555,87.82499675074625,121.26350804110791
5560,87.76145071826959,121.32485333700896
5565,87.74887670961022,120.94352594730087
5570,87.77577133714813,121.31259309770378
5575,87.84287820296275,121.02476797972164
5580,87.99467149906687,120.89109078395269
5585,88.18787823529074,121.13925507332387
5590,88.32499551402209,120.7223377851584
5595,88.36576647296533,120.51520761455414
5600,88.27261572612714,120.41921204973322
5605,88.19870044942274,120.78532715381432
5610,88.17576925164737,120.34158045261701
5615,87.96547541244668,120.88212481471864
5620,87.94600561863021,120.0482428656377
5625,87.81042106704464,120.73735052406664
5630,87.71363007652427,120.37366560419981
5635,87.62134205306161,120.24549933066692
5640,87.74205235164769,120.08921958626507
5645,87.75356506878659,120.21137831303756
5650,87.82314284240577,120.05736270078293
5655,87.85971740937784,120.21888406257293
5660,88.12307671247716,119.9544033841582
5665,88.3128914339745,119.89495712787361
5670,88.36879098930343,119.72552263640796
5675,88.27543036235544,119.72021826805334
5680,88.22969098903673,119.72654869879044
5685,88.2003010667081,119.25635888325881
5690,88.01374024252439,119.26218758339112
5695,87.95465324437151,119.61394210462664
5700,87.86411329584702,119.43296412393111
5705,87.8032080230014,119.29553786989929
5710,87.69707683841743,119.269611190036
5715,87.70310150112707,119.26908158792536
5720,87.72964758573745,119.02530973964633
5725,87.83121352104847,118.911357349296
5730,87.98205159017107,119.04000875408552
5735,88.13369534398437,118.7390559419627
5740,88.26322377316889,118.95034581966902
5745,88.24237817977577,118.46222188109289
5750,88.37381812083831,118.9426962054914
5755,88.25107959892664,118.76559876779
5760,88.18373664941183,118.65659169707894
